[[1077   94]] , [[1076   95]]
[[837 463]] , [[835 465]]
[[185 447]] , [[184 448]]
[[432 543]] , [[432 547]]
[[817 476]] , [[817 480]]
[[468 450]] , [[468 454]]
[[359 544]] , [[359 548]]
[[435 544]] , [[435 548]]
[[293 484]] , [[293 488]]
[[536 479]] , [[536 483]]
[[720 482]] , [[720 486]]
[[242 479]] , [[242 484]]
[[202 479]] , [[202 484]]
[[733 546]] , [[733 550]]
[[503 565]] , [[503 567]]
[[684 563]] , [[684 567]]
[[ 60 614]] , [[ 60 618]]
[[270 480]] , [[270 484]]
[[732 543]] , [[732 547]]
[[ 91 469]] , [[ 91 474]]
[[753 544]] , [[753 548]]
[[753 544]] , [[753 548]]
[[706 474]] , [[704 476]]
[[ 83 349]] , [[ 83 353]]
[[114 452]] , [[114 456]]
[[776 562]] , [[776 566]]
[[396 546]] , [[395 547]]
[[731 544]] , [[731 548]]
[[756 450]] , [[756 454]]
[[737 450]] , [[737 454]]
[[694 343]] , [[694 347]]
[[146 347]] , [[145 348]]
[[831 112]] , [[831 116]]
[[230 451]] , [[230 455]]
[[318 544]] , [[318 548]]
[[341 544]] , [[341 548]]
[[1065  102]] , [[1064  103]]
[[ 35 303]] , [[ 35 307]]
[[704 347]] , [[704 351]]
[[ 89 457]] , [[ 88 458]]
[[785 118]] , [[785 122]]
[[196 353]] , [[196 357]]
[[747 485]] , [[747 489]]
[[935 118]] , [[935 122]]
[[ 90 301]] , [[ 90 305]]
[[378 451]] , [[378 455]]
[[182 350]] , [[182 354]]
[[383 544]] , [[383 548]]
[[ 18 350]] , [[ 18 354]]
[[  0 302]] , [[  0 307]]
[[799 116]] , [[799 120]]
